date,headline,news,pdf-pill-label (2),text-nowrap,endless_more href,endless_more,minorchange (6),minorchange (7),minorchange (8),loginModal href,cblack href,cblack,pp-restricted-content href,pp-restricted-content,hidden-premium-post,hidden-premium-post href,hidden-premium-post (2),hidden-premium-post (3),pp-readmore-btn src,hideForSubscriber,minorchange (9),minorchange (10),card-block (3),card-block href,card-block (4),card-block href (2),card-block href (3),card-block (5),card-block (6),card-block href (4),card-block (7),card-block (8),card-block (9),card-block (10),card-block (11),card-block (12),card-title,card-block (50),card-block (51),gr href
06 May 2022,RELIANCE INDUSTRIES LTD. - 500325 - Format of the Annual Disclosure to be made by an …,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06 May 2022,Annual report for Reliance Industries Ltd. for FY-2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06 May 2022,,"Reliance Industries (RIL) is set to report strong CAGR in earnings (29%) over FY22-24E led by robust OTC (oil to chemicals) margin environment, steady growth in digital services and strong momentum in its retail segment.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05 May 2022,Reliance Industries to announce Q4 results tomorrow; here's what to expect,"An assessment by YES Securities showed that RIL may report 41.70% and 30.50% year-on-year growth in revenue and net profit, respectively, in Q4FY22.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,https://trendlyne.com/latest-news/1127/RELIANCE/reliance-industries-ltd/?page=171&qstime=1728896616,more,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02 May 2022,RELIANCE INDUSTRIES LTD. - 500325 - Compliances-Reg. 39 (3) - Details of Loss of Certificate / …,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29 Apr 2022,RELIANCE INDUSTRIES LTD. - 500325 - Compliances-Reg. 39 (3) - Details of Loss of Certificate / …,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29 Apr 2022,RELIANCE INDUSTRIES LTD. - 500325 - Compliances-Reg. 39 (3) - Details of Loss of Certificate / …,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29 Apr 2022,RELIANCE INDUSTRIES LTD. - 500325 - Board Meeting Intimation for Considering And Approving The Standalone And …,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29 Apr 2022,"Mukesh Ambani mulls India's largest IPOs for Jio, Reliance Retail: Report","The industrialist is likely to make an announcement regarding this during RIL's next annual general meeting (AGM), the report added.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28 Apr 2022,RELIANCE INDUSTRIES LTD. - 500325 - Compliances-Reg. 39 (3) - Details of Loss of Certificate / …,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28 Apr 2022,Reliance Industries Plans Joint Bid For UK Retail Major: Report,Mukesh Ambani led Reliance Industries is considering a joint bid with US buyout firm Apollo Global Management for Britain's well-known retailer Boots,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27 Apr 2022,"RIL, Lupa Systems prepare for IPL rights auction with new joint venture","Bodhi Tree Systems, a platform promoted by Lupa Systems and Shankar, said it was investing Rs 13,500 crore in Viacom18",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27 Apr 2022,"Reliance, Apollo Global plan joint bid for Walgreens' Boots biz: Report","Reliance Industries Ltd andUS buyout firm Apollo Global Management are planning a joint bid for UK high street pharmacy chain Boots, a media report said",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,https://trendlyne.com/latest-news/1127/RELIANCE/reliance-industries-ltd/?page=172&qstime=1728896616,more,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27 Apr 2022,RELIANCE INDUSTRIES LTD. - 500325 - Certificate Under Regulation 40(9) Of The SEBI (Listing Obligations And …,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27 Apr 2022,RELIANCE INDUSTRIES LTD. - 500325 - Format of the Initial Disclosure to be made by an …,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26 Apr 2022,RELIANCE INDUSTRIES LTD. - 500325 - Compliances-Reg. 39 (3) - Details of Loss of Certificate / …,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26 Apr 2022,RELIANCE INDUSTRIES LTD. - 500325 - Announcement under Regulation 30 (LODR)-Press Release / Media Release,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26 Apr 2022,Ambani bids to lure uber-rich Indians eyeing luxury goods with Jio World mall,"Though still small for a country of its size, India's luxury market is set to nearly double in size to nearly $5 billion within five years, Euromonitor estimates.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25 Apr 2022,Future Group Firms' Shares Plunge Nearly 20% After Reliance Deal Falls Through,"Shares of Future Group firms on Monday faced heavy drubbing, tanking up to 20 per cent after Reliance Industries said its Rs 24,713-crore deal to acquire Future Group's assets could not be...",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24 Apr 2022,Mcap of 8 most valued firms tumble 2.21 lakh crore,Reliance Industries and Adani Green Energy emerged as the gainers.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23 Apr 2022,RELIANCE INDUSTRIES LTD. - 500325 - Compliances-Reg. 39 (3) - Details of Loss of Certificate / …,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23 Apr 2022,RELIANCE INDUSTRIES LTD. - 500325 - Update On The Scheme Of Arrangement For The Transfer Of …,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,https://trendlyne.com/latest-news/1127/RELIANCE/reliance-industries-ltd/?page=173&qstime=1728896616,more,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21 Apr 2022,More than 150 stocks hit 52-week high as market stays strong for second day,Reliance Industries and many Group B stocks figure in the list. The advance-decline ratio remained strong as more than two shares gained for every declining share on the BSE. Strong buying interest as well as a bit of short-covering in beaten-down stocks play a key role.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21 Apr 2022,"RELIANCE INDUSTRIES LTD. - 500325 - Please Find Attached A Media Release By Reliance Brands Limited, …",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20 Apr 2022,RELIANCE INDUSTRIES LTD. - 500325 - Compliances-Reg. 39 (3) - Details of Loss of Certificate / …,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20 Apr 2022,RIL shares surge to near all-time high. Key factors driving the stock,"Reliance Industries shares have strong support at 2550 levels and it is expected to remain intact during consolidation expected after this sharp rise in index heavyweight, believe stock market experts",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19 Apr 2022,"Jio Institute begins PG admissions; check eligibility, other details here",The PG programs include areas of artificial intelligence data science as well as digital media and marketing communications.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19 Apr 2022,"BSE Energy index surges 3%, hits record high; MRPL zooms 20%, RIL up 4.5%","Shares of Reliance Industries (RIL) was close to its record high level of Rs 2,750 touched on October 19, 2021.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18 Apr 2022,RIL's massive cash chest to help take on PE suitors for Boots retail chain,"Has already acquired online medicine seller NetMeds in India; Boots deal will help it launch NetMeds overseas, bring offline retail chain to India, say analysts",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17 Apr 2022,'Uncertainty over Reliance Industries deal drove FRL lenders to IBC',"Protracted litigation, safeguarding bankers' interest also led to the action",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15 Apr 2022,RELIANCE INDUSTRIES LTD. - 500325 - Compliances-Reg. 39 (3) - Details of Loss of Certificate / …,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15 Apr 2022,RIL shares: Motilal Oswal bullish on new energy initiatives,It has been almost a year since Reliance Industries Ltd (RIL) outlined its foray into new energy solutions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15 Apr 2022,RIL's improving energy segment prospects lead to multiple upgrades,"Goldman Sachs recently revised RIL's Ebitda estimates upwards by 11% and 5% for FY23 and FY24, respectively, citing the positive outlook on old energy businesses such as petroleum refining and gas.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"13 Apr 2022, 09:31PM",RELIANCE INDUSTRIES LTD. - 500325 - Compliance With Regulation 7(3) Of The Securities And Exchange Board …,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"13 Apr 2022, 07:48PM",RELIANCE INDUSTRIES LTD. - 500325 - Compliances-Reg. 39 (3) - Details of Loss of Certificate / …,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"13 Apr 2022, 12:00AM",,"It has been almost a year since RIL outlined its foray into new energy solutions through four Giga factories a) integrated solar photovoltaic factory, b) advanced energy storage, c) electrolyzers manufacturing facility, and c) fuel cells. We examine the prospects of these factories and highlight the various M&As RIL...",,,,,,,,https://trendlyne.com/visitor/loginmodal.html?next=/latest-news/1127/RELIANCE/reliance-industries-ltd/?page=174&qstime=1728896616&querystring_key=next,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"12 Apr 2022, 09:47PM",RELIANCE INDUSTRIES LTD. - 500325 - Compliances-Reg. 39 (3) - Details of Loss of Certificate / …,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"12 Apr 2022, 08:11PM","Firms rush to tap into green hydrogen, three top cos corner large share","Greenko-John Cockeril latest to join league; RIL, L&T, Adani together set aside investment of nearly Rs 6 trillion, say analysts",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11 Apr 2022,Mukesh Ambani's net-zero plan: Inside RIL's unique energy transition story,"The company has already spent $1.5 bn in acquisitions to lay grounds for its new energy forays that include solar, battery and hydrogen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11 Apr 2022,RIL Can Drive Fastest Net Zero Transitions By 2035: Report,"Reliance Industries Ltd's strong cash flow generation in the ""best in class"" old energy business can fund the capex of the new energy business",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10 Apr 2022,Four of top 10 companies lose over 1 lakh crore in m-cap,"In the ranking of top-10 firms, RIL maintained its top position.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,https://trendlyne.com/latest-news/1127/RELIANCE/reliance-industries-ltd/?page=175&qstime=1728896616,more,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08 Apr 2022,RELIANCE INDUSTRIES LTD. - 500325 - Compliances-Reg. 39 (3) - Details of Loss of Certificate / …,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07 Apr 2022,Reliance sets up free EV charging infra for employees in Mumbai campus,The charging station set up by Jio-bp - the company's fuel retailing joint venture with British energy giant bp - is in line with the firm's promise to achieve net carbon neutrality,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05 Apr 2022,RELIANCE INDUSTRIES LTD. - 500325 - Compliances-Reg. 39 (3) - Details of Loss of Certificate / …,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05 Apr 2022,"Jio-bp, TVS Motor Company collaborate on EV charging solutions",Jio-bp is operating its EV charging and swapping stations under the brand Jio-bp pulse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04 Apr 2022,RELIANCE INDUSTRIES LTD. - 500325 - Announcement under Regulation 30 (LODR)-Scheme of Arrangement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04 Apr 2022,Jio Institute appoints Guruswami Ravichandran as Provost,"Ravichandran will join Jio Institute as its founding Provost and Professor of Engineering on July 1, 2022.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04 Apr 2022,Lenders tap buyers for Future's assets,"Discussions on with five entities to sell assets for over 5,000 cr.The deal will potentially clear the way for Reliance Industries to restart retail operations at the 950-odd Big Bazaar stores under its control as the charge on the assets inside the stores will be removed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02 Apr 2022,Gautam Adani becomes richest Indian; net worth touches $100 billion,"Adani is at 10th position in the Index, while Mukesh Ambani is just behind him at 11th position with a net worth of $99 billion.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02 Apr 2022,Jeff Bezos poised to clash with Mukesh Ambani in IPL auction,Jeff Bezos and Mukesh Ambani are headed for a ferocious new clash over rights to IPL cricket matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01 Apr 2022,RELIANCE INDUSTRIES LTD. - 500325 - Compliances-Reg. 39 (3) - Details of Loss of Certificate / …,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01 Apr 2022,RELIANCE INDUSTRIES LTD. - 500325 - Compliances-Reg. 39 (3) - Details of Loss of Certificate / …,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01 Apr 2022,Jeff Bezos poised to clash with Mukesh Ambani in IPL auction,Jeff Bezos and Mukesh Ambani are headed for a ferocious new clash over rights to IPL cricket matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01 Apr 2022,Adani Group wins big in FY22 with 88% surge in market capitalisation,"The big three groups - Tatas, Mukesh Ambani-led conglomerate, and Adani Group - raise their share",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31 Mar 2022,Took steps to ensure biz continuity: RIL defends takeover of Future stores,"Future Retail had earlier written to RIL over the takeover of its stores, according to three people in the know",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31 Mar 2022,RELIANCE INDUSTRIES LTD. - 500325 - Closure of Trading Window,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30 Mar 2022,"RIL shares rally 2%, m-cap crosses over 18 lakh cr. Details here","RIL shares finished at 2673 apiece up by 50.85 or 1.94% on BSE. The shares have touched an intraday high of 2688 apiece. Overall, in a day, the shares climbed around 2.5%.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30 Mar 2022,Mobile user base dips by nearly 10 million as tariff hike pinches,"In January, Reliance Jio lost 9.3 million subscribers, while Airtel added 7.14 lakh subscribers",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30 Mar 2022,RELIANCE INDUSTRIES LTD. - 500325 - Compliances-Reg. 39 (3) - Details of Loss of Certificate / …,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29 Mar 2022,RIL and ICICI Bank among six largecaps which could give 16-36% return,Read on to check the 6 stocks that Indian brokerages are betting on.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,https://trendlyne.com/latest-news/1127/RELIANCE/reliance-industries-ltd/?page=177&qstime=1728896616,more,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28 Mar 2022,Jio launches new Rs 259 Calendar Month Validity pre-paid plan; check details here,"The newly launched pre-paid plan, the first of its kind in the industry, automatically renews on the same date every month for users akin to post-paid services",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27 Mar 2022,Market cap of 7 of 10 most valued companies tumbles over Rs 1.14 trn,"Reliance Industries added Rs 79,188.07 crore in valuation and Infosys gained Rs 9,404.12 crore.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26 Mar 2022,IPL 2022: Reliance Jio introduces new 279 prepaid plan with Disney+ Hotstar,"Jio has introduced plans with Disney+ Hotstar Premium Subscription free with plans 1,499 and 4,199.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25 Mar 2022,RELIANCE INDUSTRIES LTD. - 500325 - Compliances-Reg. 39 (3) - Details of Loss of Certificate / …,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25 Mar 2022,RELIANCE INDUSTRIES LTD. - 500325 - Compliances-Reg. 39 (3) - Details of Loss of Certificate / …,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25 Mar 2022,RIL shares surge 14% in a month. Key factors driving the stock rally,"RIL share price is nearing its all-time high level of 2,750 and is about 5% away from the said level",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23 Mar 2022,Mukesh Ambani vs Gautam Adani: Rivalry between India's two richest billionaires set to get intense,The two richest men in Asia have mostly avoided outright confrontation. That long peace may be coming to an end.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22 Mar 2022,RELIANCE INDUSTRIES LTD. - 500325 - Reliance Industries Limited ('RIL') And Assets Care & Reconstruction Enterprise …,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22 Mar 2022,RELIANCE INDUSTRIES LTD. - 500325 - Compliances-Reg. 39 (3) - Details of Loss of Certificate / …,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22 Mar 2022,RELIANCE INDUSTRIES LTD. - 500325 - Announcement under Regulation 30 (LODR)-Analyst / Investor Meet - Intimation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22 Mar 2022,RIL stock hits over 2-month high in a weak mkt; surges 12% in two weeks,Steady cash flow from O2C segment is expected to continue as stability in GRMs and higher global gas prices augur well for oil & gas exploration segment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21 Mar 2022,Govt sanctions armed CISF cover for Reliance Jio World Centre in Mumbai,"About 230 CISF personnel will be deployed at the centre, and they will provide counter-terrorist cover to the facility. The force will take over the duty by month-end, according to a report.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21 Mar 2022,Reliance Retail Buys 89% Stake In Lingerie Retailer Clovia: 5 Points,"Reliance Industries subsidiary, Reliance Retail Ventures (RRVL), has acquired a majority 89 per cent equity stake in Purple Panda Fashions Pvt Ltd, a company statement showed. Purple Panda...",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21 Mar 2022,,"We increase our FY23-24E assumptions by 4-8% as we factor in higher GRMs (+USD1.5/bbl) and gas prices (+USD3-3.2/mmbtu), partially offset by higher cost inflation and depreciation charges. Low product inventory and strong demand has pushed oil product spreads, which will benefit complex refiners like RIL. Gas to oil switch is also supporting higher diesel spreads....",,,,,higher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20 Mar 2022,RELIANCE INDUSTRIES LTD. - 500325 - Announcement under Regulation 30 (LODR)-Press Release / Media Release,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20 Mar 2022,Market cap of 10 most valued companies increases by over Rs 2.72 trn,"Reliance Industries' m-cap swelled by Rs 54,904.27 crore to Rs 16,77,447.33 crore last week.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19 Mar 2022,"RIL deal: Future Group companies to convene shareholders, creditors meeting",The meetings by Future Group companies will be held virtually through video conferencing and other audio-visual means.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18 Mar 2022,RELIANCE INDUSTRIES LTD. - 500325 - Compliances-Reg. 39 (3) - Details of Loss of Certificate / …,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17 Mar 2022,RELIANCE INDUSTRIES LTD. - 500325 - Compliances-Reg. 39 (3) - Details of Loss of Certificate / …,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,https://trendlyne.com/latest-news/1127/RELIANCE/reliance-industries-ltd/?page=179&qstime=1728896616,more,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17 Mar 2022,RELIANCE INDUSTRIES LTD. - 500325 - Announcement under Regulation 30 (LODR)-Newspaper Publication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16 Mar 2022,"At $49 bn, Gautam Adani added most wealth over last one year: Hurun report","Adani is the second-richest Indian and Asian with a total worth of $81 billion, after Mukesh Ambani, chairman and managing director of Reliance Industries",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16 Mar 2022,"Jio not to pursue tower installation project inside Gir, Girnar sanctuaries","Reliance Jio Infocomm has conveyed its decision not to pursue its project to intsall telecom towers inside Gir and Girnar wildlife sanctuaries, Parliament was informed on Wednesday.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16 Mar 2022,RIL plans entry into coal-based power generation with bid for Lanco's plant,RIL had announced renewable foray with $10 bn investment in three years; latest bid points to deviation from green policy; Lanco Amarkantak Power had been sent for debt resolution in 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16 Mar 2022,Mukesh Ambani's takeover of Future could be a B-School case study,The fight over near-bankrupt Future Retail's assets had an unexpected denouement when a tycoon simply took over the shopping aisles.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15 Mar 2022,RELIANCE INDUSTRIES LTD. - 500325 - Announcement under Regulation 30 (LODR)-Analyst / Investor Meet - Intimation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15 Mar 2022,RELIANCE INDUSTRIES LTD. - 500325 - Compliances-Reg. 39 (3) - Details of Loss of Certificate / …,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15 Mar 2022,Reliance Buys Assets Of Battery Maker Lithium Werks In Clean Energy Push,"Indian refining giant Reliance Industries has acquired the assets of battery maker Lithium Werks for $61 million, its second such deal in less than three months, as it makes a bigger push...",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14 Mar 2022,RELIANCE INDUSTRIES LTD. - 500325 - Announcement under Regulation 30 (LODR)-Acquisition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,https://trendlyne.com/latest-news/1127/RELIANCE/reliance-industries-ltd/?page=180&qstime=1728896616,more,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12 Mar 2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11 Mar 2022,RELIANCE INDUSTRIES LTD. - 500325 - Compliances-Reg. 39 (3) - Details of Loss of Certificate / …,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11 Mar 2022,RELIANCE INDUSTRIES LTD. - 500325 - Compliances-Reg. 39 (3) - Details of Loss of Certificate / …,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11 Mar 2022,RELIANCE INDUSTRIES LTD. - 500325 - Disclosure Of Voting Result (Remote E-Voting And E-Voting At The …,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11 Mar 2022,RELIANCE INDUSTRIES LTD. - 500325 - Change Of Name Of The Share Transfer Agent Of The …,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11 Mar 2022,RELIANCE INDUSTRIES LTD. - 500325 - Update On The Proceedings Of The Meeting Of Equity Shareholders …,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11 Mar 2022,RELIANCE INDUSTRIES LTD. - 500325 - Update On The Proceedings Of The Meeting Of Unsecured Creditors …,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10 Mar 2022,RELIANCE INDUSTRIES LTD. - 500325 - Update On The Proceedings Of The Meeting Of Secured Creditors …,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10 Mar 2022,IBM to help modernise supply chain for Marks & Spencer India,"Tech titan IBM on Thursday announced it is helping Marks & Spencer Reliance India (M&S India) modernise its supply chain to drive seamless integration between online and in-store business for improved customer experience. M&S is scaling its omnichannel capabilities in India with IBM Sterling Supply Chain Solutions, a joint statement said. It did not divulge the size of the contract. ""The company is driving faster delivery of products to customers by streamlining the order fulfilment process using IBM Sterling's Order Management. ""It involves real-time inventory visibility, a microservices-based solution running on IBM cloud, along with call center capabilities to expand its digital presence and accelerate business growth,"" it added. IBM has collaborated with its business partner Acuver Consulting to help M&S India deploy an omnichannel order management system for speedy go-to-market, enhanced order fulfilment capabilities and better customer experience. ""The robust,...",,,,,partner,capabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10 Mar 2022,Reliance Retail terminates sub-lease of 950 Future stores,Billionaire Mukesh Ambani's Reliance Retail has slapped notices on Future Retail for terminating sub-leases of 950 stores it had taken over previously.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09 Mar 2022,Reliance steps up crude processing to supply diesel-starved Europe,Reliance Industries Ltd.'s Jamnagar facility is lifting crude processing and deferring planned maintenance to take advantage of surging demand for diesel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08 Mar 2022,RELIANCE INDUSTRIES LTD. - 500325 - Compliances-Reg. 39 (3) - Details of Loss of Certificate / …,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05 Mar 2022,"Reliance Industries opens country's 'largest biz, commerce hub' in Mumbai",Over 250 teachers from BMC schools and other schools across Mumbai were invited to attend the opening show,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04 Mar 2022,RELIANCE INDUSTRIES LTD. - 500325 - Compliances-Reg. 39 (3) - Details of Loss of Certificate / …,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04 Mar 2022,RELIANCE INDUSTRIES LTD. - 500325 - Compliances-Reg. 39 (3) - Details of Loss of Certificate / …,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04 Mar 2022,RELIANCE INDUSTRIES LTD. - 500325 - Announcement under Regulation 30 (LODR)-Press Release / Media Release,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03 Mar 2022,"RIL subsidiary, Sanmina Corp form JV to boost electronics manufacturing in India",The RIL subsidiary will hold 50.1% equity stake in the joint venture entity with Sanmina owning the remaining 49.9%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03 Mar 2022,RELIANCE INDUSTRIES LTD. - 500325 - Announcement under Regulation 30 (LODR)-Press Release / Media Release,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02 Mar 2022,Reliance Retail Ventures buys majority stake in Abraham & Thakore,"Last year, RIL arm had partnered Manish Malhotra's brand and Raghavendra Rathore's company",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,https://trendlyne.com/latest-news/1127/RELIANCE/reliance-industries-ltd/?page=182&qstime=1728896616,more,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01 Mar 2022,NCLT allows Future Group to convene shareholders' meet on RIL deal,"'The schedule of the meetings of shareholders and creditors will be intimated in due course of time,' Future Retail said in a stock exchange filing",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28 Feb 2022,Reliance Industries shares falls on takeover of Future's retail business; Elara Capital upgrades to 'buy',"Elara Capital upgraded RIL to buy from accumulate on revived refining margin, Petchem demand above pre-Covid level, Retail revival to pre-Covid level, Jio's ARPU growth prospects and new energy investment visibility.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26 Feb 2022,Reliance takes over operations of 200 Future Group's stores,"Reliance Industries is in the process of transferring 30,000 Future Group employees to its staffing and manpower firm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
